Order ID,Order Date,Customer Name,Region,Category,Sales,Quantity,Profit,Discount
CA-2014-121286,04-11-2014,Odella Nelson,South,Office Supplies,8.38,3,2.72,20%
CA-2014-121286,04-11-2014,Odella Nelson,South,Office Supplies,58.24,5,5.1,20%
CA-2016-164735,14-04-2016,Tom Boeckenhauer,South,Office Supplies,81.2,5,12.18,0%
CA-2014-153479,04-10-2014,David Flashing,West,Office Supplies,14.45,5,6.79,0%
CA-2014-153479,04-10-2014,David Flashing,West,Office Supplies,95.65,2,31.09,20%
CA-2017-149888,07-11-2017,Emily Phan,East,Technology,359.97,5,-71.99,40%
CA-2017-149888,07-11-2017,Emily Phan,East,Furniture,350.35,4,-140.14,40%
CA-2017-119193,22-12-2017,Sally Knutson,East,Office Supplies,1.64,1,-1.31,70%
CA-2017-119193,22-12-2017,Sally Knutson,East,Technology,629.96,7,94.49,40%
CA-2017-104801,13-02-2017,Fred Harton,West,Office Supplies,6.63,3,1.79,0%
CA-2017-104801,13-02-2017,Fred Harton,West,Technology,799.96,4,343.98,0%
CA-2017-104801,13-02-2017,Fred Harton,West,Furniture,107.53,1,21.51,0%
CA-2014-107594,02-07-2014,Eric Hoffmann,East,Technology,73.98,2,19.97,0%
CA-2014-107594,02-07-2014,Eric Hoffmann,East,Office Supplies,5.58,1,2.18,0%
CA-2015-129770,21-02-2015,Joe Elijah,West,Office Supplies,49.12,4,23.09,0%
CA-2015-115798,13-11-2015,Ken Lonsdale,East,Technology,377.97,3,94.49,0%
CA-2015-115798,13-11-2015,Ken Lonsdale,East,Office Supplies,42.28,7,19.87,0%
CA-2015-115798,13-11-2015,Ken Lonsdale,East,Furniture,299.97,3,56.99,0%
CA-2015-115798,13-11-2015,Ken Lonsdale,East,Technology,89.98,2,43.19,0%
CA-2017-122707,16-04-2017,Edward Becker,South,Office Supplies,477.24,4,9.54,0%
CA-2017-122707,16-04-2017,Edward Becker,South,Technology,25.98,2,1.56,0%
CA-2016-165015,25-02-2016,Bruce Degenhardt,East,Office Supplies,46.72,5,17.52,20%
CA-2014-149244,04-11-2014,MaryBeth Skach,West,Furniture,35.34,2,13.43,0%
CA-2015-140144,20-06-2015,Stewart Carmichael,West,Furniture,257.64,6,100.48,0%
CA-2015-140144,20-06-2015,Stewart Carmichael,West,Technology,125.98,3,47.24,20%
CA-2017-163321,07-08-2017,Fred McMath,South,Technology,79.99,1,22,20%
CA-2014-155887,12-05-2014,Kean Thornton,East,Furniture,700.06,3,-130.01,30%
US-2015-165449,22-11-2015,Anne Pryor,Central,Technology,27.17,4,-1.36,20%
CA-2015-110247,04-12-2015,Ritsa Hightower,South,Office Supplies,8.23,3,-6.03,70%
US-2014-141257,08-06-2014,Carlos Soltero,West,Furniture,585.55,3,73.19,20%
CA-2014-154669,08-08-2014,Tamara Manning,West,Office Supplies,423.28,11,110.05,0%
CA-2014-158029,26-05-2014,Herbert Flentye,West,Furniture,225.3,2,22.53,20%
CA-2015-155306,17-04-2015,George Ashbrook,West,Office Supplies,5.56,2,2.22,0%
CA-2015-155306,17-04-2015,George Ashbrook,West,Technology,323.37,3,129.35,0%
CA-2015-155306,17-04-2015,George Ashbrook,West,Technology,783.96,5,68.6,20%
CA-2015-155306,17-04-2015,George Ashbrook,West,Office Supplies,1447.65,5,419.82,0%
CA-2015-155306,17-04-2015,George Ashbrook,West,Office Supplies,11.96,2,5.86,0%
CA-2016-127775,11-06-2016,Erica Smith,East,Technology,239.97,3,71.99,0%
CA-2016-146171,11-03-2016,Julie Prescott,South,Furniture,76.92,4,31.54,0%
CA-2016-146171,11-03-2016,Julie Prescott,South,Office Supplies,481.32,4,125.14,0%
CA-2014-129574,26-05-2014,Dean percer,West,Office Supplies,48.4,5,23.23,0%
CA-2017-126536,12-10-2017,Neil Knudson,West,Technology,0.99,1,0.44,0%
CA-2017-126536,12-10-2017,Neil Knudson,West,Office Supplies,101.84,5,36.92,20%
CA-2017-165757,22-06-2017,Paul Lucas,East,Office Supplies,10.33,3,-7.58,70%
CA-2017-165757,22-06-2017,Paul Lucas,East,Office Supplies,31.16,5,-23.89,70%
CA-2017-165757,22-06-2017,Paul Lucas,East,Office Supplies,8.93,2,0.67,20%
CA-2017-167752,15-01-2017,Robert Waldorf,East,Office Supplies,34.38,1,3.87,20%
CA-2017-167752,15-01-2017,Robert Waldorf,East,Office Supplies,1924.16,8,312.68,20%
US-2015-122140,02-04-2015,Michael Oakman,Central,Office Supplies,32.19,2,-80.48,80%
US-2015-122140,02-04-2015,Michael Oakman,Central,Technology,50.12,7,-0.63,20%
US-2015-122140,02-04-2015,Michael Oakman,Central,Technology,47.98,3,1.8,20%
CA-2016-163986,03-09-2016,Jennifer Jackson,Central,Office Supplies,54.5,5,14.17,0%
CA-2017-158967,10-12-2017,Brian Thompson,South,Furniture,19.1,3,5.73,20%
CA-2016-131576,22-11-2016,Rob Dowd,Central,Office Supplies,49.44,3,24.23,0%
CA-2017-143455,11-11-2017,Max Ludwig,East,Office Supplies,10.37,2,3.63,20%
CA-2016-144729,21-10-2016,Joel Eaton,West,Office Supplies,154.44,3,1.54,0%
CA-2015-127019,21-12-2015,Elpida Rittenbach,West,Office Supplies,60.98,7,4.57,20%
CA-2015-138534,17-07-2015,Jessica Myrick,West,Furniture,195.47,2,-13.8,15%
CA-2017-108322,30-04-2017,Saphhira Shifley,South,Furniture,23.68,8,6.22,20%
CA-2017-108322,30-04-2017,Saphhira Shifley,South,Technology,2.38,3,0.74,20%
CA-2017-167668,06-05-2017,Toby Carlisle,East,Office Supplies,59.2,4,29.6,0%
CA-2017-146724,20-11-2017,Hunter Glantz,Central,Office Supplies,22,10,9.68,0%
CA-2016-139878,11-11-2016,Lisa DeCherney,Central,Technology,257.98,2,74.81,0%
US-2016-106677,05-11-2016,Alejandro Savely,East,Technology,23.99,2,-15.99,40%
CA-2016-116974,09-10-2016,Michael Paige,East,Technology,23.98,4,-15.58,40%
CA-2015-149972,21-09-2015,Cynthia Delaney,West,Furniture,601.54,4,0,20%
CA-2015-149972,21-09-2015,Cynthia Delaney,West,Office Supplies,7.9,2,2.53,0%
US-2014-117744,02-12-2014,Michael Dominguez,Central,Furniture,58.36,5,-24.8,60%
US-2014-117744,02-12-2014,Michael Dominguez,Central,Office Supplies,16.46,7,1.44,20%
US-2014-117744,02-12-2014,Michael Dominguez,Central,Furniture,39.96,5,-23.98,60%
CA-2014-125514,21-09-2014,Brian Moss,Central,Office Supplies,25.96,2,7.53,0%
CA-2014-125514,21-09-2014,Brian Moss,Central,Office Supplies,36.27,3,10.88,0%
CA-2014-125514,21-09-2014,Brian Moss,Central,Office Supplies,6.48,1,3.11,0%
CA-2014-154599,12-04-2014,Kean Nguyen,West,Technology,1075.09,14,94.07,20%
CA-2014-154599,12-04-2014,Kean Nguyen,West,Technology,438.37,4,38.36,20%
CA-2014-154599,12-04-2014,Kean Nguyen,West,Office Supplies,18.09,7,6.56,20%
CA-2014-154599,12-04-2014,Kean Nguyen,West,Furniture,308.5,3,-18.15,15%
CA-2017-158743,20-10-2017,Ivan Gibson,South,Office Supplies,13.36,4,4.14,0%
CA-2017-158743,20-10-2017,Ivan Gibson,South,Office Supplies,39.96,2,18.78,0%
CA-2017-158743,20-10-2017,Ivan Gibson,South,Office Supplies,145.85,5,70.01,0%
CA-2016-153318,25-10-2016,Jill Stevenson,South,Technology,783.96,5,78.4,20%
US-2015-110163,01-11-2015,Guy Armstrong,West,Office Supplies,7.88,1,1.77,20%
CA-2017-143329,03-11-2017,Denise Leinenbach,West,Furniture,41.37,3,17.38,0%
CA-2015-159380,12-05-2015,Cindy Stewart,West,Office Supplies,12.84,3,5.78,0%
CA-2015-159380,12-05-2015,Cindy Stewart,West,Office Supplies,25.68,6,11.56,0%
CA-2015-122623,07-09-2015,Charles Crestani,Central,Furniture,47.52,2,-2.04,30%
CA-2015-148635,25-07-2015,Michelle Huthwaite,West,Office Supplies,9.42,2,0.47,0%
CA-2015-148635,25-07-2015,Michelle Huthwaite,West,Office Supplies,12.96,2,6.22,0%
CA-2015-148635,25-07-2015,Michelle Huthwaite,West,Furniture,704.9,5,56.39,0%
CA-2015-148635,25-07-2015,Michelle Huthwaite,West,Furniture,561.57,2,28.08,20%
CA-2015-135685,16-11-2015,Mike Pelletier,Central,Office Supplies,179.82,9,84.52,0%
CA-2015-135685,16-11-2015,Mike Pelletier,Central,Furniture,185.58,6,76.09,0%
CA-2015-135685,16-11-2015,Mike Pelletier,Central,Furniture,214.11,3,36.4,0%
CA-2015-135685,16-11-2015,Mike Pelletier,Central,Technology,999.96,4,229.99,0%
CA-2015-135685,16-11-2015,Mike Pelletier,Central,Furniture,653.55,3,111.1,0%
CA-2015-104626,01-09-2015,Daniel Raglin,East,Office Supplies,114.6,5,51.57,0%
CA-2015-104626,01-09-2015,Daniel Raglin,East,Furniture,60.74,1,15.19,0%
CA-2015-104626,01-09-2015,Daniel Raglin,East,Furniture,124.36,2,27.36,0%
CA-2015-104626,01-09-2015,Daniel Raglin,East,Office Supplies,1088.76,6,315.74,0%
CA-2016-160500,05-05-2016,Darrin Martin,West,Office Supplies,6.72,5,2.35,20%
CA-2016-160500,05-05-2016,Darrin Martin,West,Furniture,298.78,3,7.47,20%
CA-2017-100202,31-12-2016,Brian DeCherney,West,Technology,302.38,3,22.68,20%
CA-2017-131016,18-09-2017,Dan Campbell,Central,Office Supplies,8.93,2,0.56,20%
CA-2017-131016,18-09-2017,Dan Campbell,Central,Office Supplies,47.58,2,-2.97,20%
US-2014-112914,25-09-2014,Michelle Tran,Central,Office Supplies,33.79,8,10.56,20%
US-2014-112914,25-09-2014,Michelle Tran,Central,Furniture,300.53,2,-97.23,32%
US-2014-112914,25-09-2014,Michelle Tran,Central,Office Supplies,2.72,2,-4.36,80%
US-2014-112914,25-09-2014,Michelle Tran,Central,Office Supplies,3.26,2,1.1,20%
CA-2016-124149,23-04-2016,Max Jones,East,Office Supplies,108.34,6,37.92,20%
CA-2016-124149,23-04-2016,Max Jones,East,Office Supplies,55.92,5,6.29,20%
CA-2016-124149,23-04-2016,Max Jones,East,Office Supplies,78.3,2,29.36,20%
CA-2014-148915,01-11-2014,Natalie DeCherney,West,Office Supplies,443.92,5,-94.33,20%
CA-2014-148915,01-11-2014,Natalie DeCherney,West,Technology,155.98,3,54.59,20%
CA-2017-134649,26-01-2017,Carol Adams,South,Office Supplies,15.47,7,4.18,0%
CA-2017-134649,26-01-2017,Carol Adams,South,Office Supplies,7.16,2,3.44,0%
CA-2017-110842,11-11-2017,Guy Armstrong,West,Office Supplies,10.89,1,2.83,0%
CA-2017-110842,11-11-2017,Guy Armstrong,West,Office Supplies,19.44,3,9.33,0%
CA-2017-110842,11-11-2017,Guy Armstrong,West,Office Supplies,121.6,5,39.52,20%
CA-2016-147368,09-06-2016,Toby Carlisle,South,Technology,695.7,2,-27.83,50%
US-2015-104185,03-09-2015,Jennifer Braxton,East,Office Supplies,120.33,1,31.29,0%
US-2014-125521,14-03-2014,Christine Kargatis,South,Furniture,1139.92,4,284.98,0%
US-2017-135062,31-08-2017,Rob Lucas,South,Office Supplies,229.54,7,83.21,20%
CA-2017-135650,23-03-2017,Anna Chung,Central,Office Supplies,143.73,2,-32.34,20%
CA-2017-112865,18-05-2017,Brosina Hoffman,East,Technology,36.05,3,-0.9,20%
US-2016-162852,27-12-2016,Brooke Gillingham,Central,Furniture,845.49,8,-12.08,30%
CA-2017-138163,17-11-2017,Xylona Preis,East,Office Supplies,50.94,3,14.26,0%
CA-2017-152093,10-09-2017,Skye Norling,Central,Office Supplies,762.59,3,-1143.89,80%
CA-2017-157854,08-04-2017,Denise Monton,South,Furniture,56.28,6,15.76,0%
CA-2017-157854,08-04-2017,Denise Monton,South,Office Supplies,2690.97,3,1264.76,0%
CA-2016-123617,28-11-2016,Anthony Jacobs,South,Office Supplies,7.43,6,-5.7,70%
US-2016-128293,02-06-2016,Karen Carlisle,East,Office Supplies,64.78,1,-12.96,20%
CA-2017-107342,17-12-2017,Vicky Freymann,Central,Office Supplies,28.16,4,13.24,0%
CA-2016-136371,19-03-2016,Susan Vittorini,East,Furniture,14.98,1,6.89,0%
CA-2016-136371,19-03-2016,Susan Vittorini,East,Furniture,20.32,4,6.91,0%
CA-2017-137344,20-08-2017,Eleni McCrary,East,Office Supplies,40.29,3,10.48,0%
CA-2017-169810,25-07-2017,Raymond Buch,Central,Office Supplies,20.23,7,9.51,0%
CA-2016-128594,26-08-2016,Don Jones,West,Furniture,1603.14,4,100.2,20%
CA-2016-154690,15-08-2016,Christopher Conant,South,Furniture,225.3,2,22.53,20%
CA-2017-138975,19-05-2017,Shahid Collister,South,Technology,67.8,4,4.07,0%
CA-2017-138975,19-05-2017,Shahid Collister,South,Technology,377.97,3,98.27,0%
CA-2017-138975,19-05-2017,Shahid Collister,South,Furniture,1628.82,9,374.63,0%
CA-2017-138975,19-05-2017,Shahid Collister,South,Office Supplies,286.93,7,140.6,0%
CA-2017-106537,12-08-2017,Rick Hansen,South,Office Supplies,20.74,4,7.26,20%
US-2017-103828,13-08-2017,Jay Kimmel,West,Office Supplies,31.44,3,8.49,0%
US-2017-103828,13-08-2017,Jay Kimmel,West,Office Supplies,83.79,7,22.62,0%
US-2017-103828,13-08-2017,Jay Kimmel,West,Office Supplies,59.52,3,15.48,0%
US-2017-103828,13-08-2017,Jay Kimmel,West,Office Supplies,31.92,4,9.26,0%
CA-2016-115588,10-11-2016,Art Foster,East,Office Supplies,14.72,5,-3.31,20%
CA-2016-115588,10-11-2016,Art Foster,East,Office Supplies,38.98,3,-2.44,20%
CA-2017-143861,12-06-2017,Lena Creighton,South,Furniture,17.09,2,1.07,20%
CA-2014-148040,22-03-2014,Beth Fritzler,West,Office Supplies,74.35,3,23.24,20%
CA-2014-148040,22-03-2014,Beth Fritzler,West,Furniture,314.35,3,-35.36,20%
CA-2017-135167,15-06-2017,Stuart Calhoun,West,Office Supplies,4.26,1,1.75,0%
CA-2017-137022,16-11-2017,Scott Williamson,West,Office Supplies,811.28,8,24.34,0%
US-2017-102638,29-12-2017,Michael Chen,East,Office Supplies,6.03,3,2.95,0%
US-2016-167339,21-01-2016,Tamara Dahlen,West,Furniture,153.57,2,-5.76,20%
US-2016-167339,21-01-2016,Tamara Dahlen,West,Furniture,1013.49,7,76.01,20%
CA-2016-152072,15-01-2016,Dean percer,East,Office Supplies,52.34,2,24.6,0%
CA-2016-152072,15-01-2016,Dean percer,East,Office Supplies,4.66,2,1.35,0%
CA-2016-152072,15-01-2016,Dean percer,East,Technology,254.97,3,91.79,0%
CA-2016-102932,19-09-2016,Shirley Daniels,East,Office Supplies,25.44,6,12.72,0%
CA-2016-102932,19-09-2016,Shirley Daniels,East,Office Supplies,27.93,3,8.1,0%
CA-2014-165540,21-02-2014,Tamara Manning,Central,Office Supplies,8.85,5,-13.72,80%
CA-2016-130799,11-11-2016,Berenike Kampe,West,Furniture,6.96,4,2.23,0%
CA-2016-164483,30-01-2016,Jeremy Farry,West,Office Supplies,17.46,2,5.89,20%
US-2016-159856,18-10-2016,Emily Phan,West,Furniture,307.92,5,-34.64,20%
CA-2017-102099,18-12-2017,Emily Phan,West,Office Supplies,6.63,3,1.79,0%
CA-2017-102099,18-12-2017,Emily Phan,West,Office Supplies,12.96,2,6.22,0%
CA-2017-102099,18-12-2017,Emily Phan,West,Office Supplies,32.4,5,15.55,0%
CA-2017-164049,02-11-2017,Ken Heidel,West,Office Supplies,23.85,5,10.73,0%
CA-2014-142727,29-04-2014,Harry Greene,South,Furniture,51.96,2,12.99,0%
CA-2014-142727,29-04-2014,Harry Greene,South,Office Supplies,17.94,3,8.61,0%
CA-2017-139913,23-10-2017,Julie Creighton,East,Office Supplies,11.56,2,5.66,0%
CA-2017-139913,23-10-2017,Julie Creighton,East,Office Supplies,26.4,5,11.88,0%
CA-2017-139913,23-10-2017,Julie Creighton,East,Furniture,69.08,11,29.01,0%
CA-2017-139913,23-10-2017,Julie Creighton,East,Technology,35.88,3,10.05,0%
CA-2014-169033,30-03-2014,Kunst Miller,East,Office Supplies,49.65,5,20.85,0%
US-2016-164630,04-01-2016,Erica Bern,South,Technology,959.97,4,120,20%
US-2015-114839,26-04-2015,Pierre Wener,Central,Furniture,408.42,2,-5.83,30%
CA-2015-166464,12-09-2015,Paul Gonzalez,East,Technology,479.98,2,60,20%
CA-2015-166464,12-09-2015,Paul Gonzalez,East,Office Supplies,12.6,4,6.05,0%
CA-2017-124898,11-09-2017,Daniel Byrd,South,Office Supplies,184.66,7,84.94,0%
CA-2016-164035,12-06-2016,Craig Reiter,Central,Office Supplies,23.12,5,8.38,20%
CA-2016-153577,27-06-2016,Katharine Harms,Central,Office Supplies,37.46,7,12.18,20%
CA-2016-153577,27-06-2016,Katharine Harms,Central,Furniture,539.66,3,-7.71,30%
CA-2014-127586,26-09-2014,Christopher Schild,West,Office Supplies,310.12,2,80.63,0%
CA-2017-121615,03-11-2017,Daniel Lacy,Central,Office Supplies,8.56,2,3.85,0%
CA-2017-121615,03-11-2017,Daniel Lacy,Central,Office Supplies,52.4,5,14.15,0%
CA-2017-121615,03-11-2017,Daniel Lacy,Central,Office Supplies,14.94,3,6.87,0%
CA-2017-166415,19-02-2017,Max Engle,West,Office Supplies,11.22,3,0.22,0%
CA-2015-118444,05-11-2015,Valerie Dominguez,South,Office Supplies,387.14,4,24.2,20%
CA-2014-113929,16-06-2014,Chloris Kastensmidt,East,Office Supplies,41.4,5,19.46,0%
CA-2014-113929,16-06-2014,Chloris Kastensmidt,East,Office Supplies,35,4,10.5,0%
CA-2014-113929,16-06-2014,Chloris Kastensmidt,East,Office Supplies,39.55,3,14.34,20%
CA-2015-134747,12-10-2015,Daniel Lacy,Central,Technology,135.72,3,35.29,0%
CA-2015-134747,12-10-2015,Daniel Lacy,Central,Office Supplies,12.56,2,5.65,0%
CA-2015-134747,12-10-2015,Daniel Lacy,Central,Technology,263.96,4,71.27,0%
CA-2017-155047,27-08-2017,Sanjit Engle,Central,Office Supplies,5.95,1,0.37,20%
CA-2016-160129,23-11-2016,Luke Schmidt,East,Office Supplies,15.8,5,2.37,20%
CA-2016-160129,23-11-2016,Luke Schmidt,East,Furniture,14.37,2,3.95,20%
CA-2016-160129,23-11-2016,Luke Schmidt,East,Furniture,70.45,7,12.33,20%
CA-2017-164329,30-01-2017,Michael Moore,West,Office Supplies,129.3,2,6.47,0%
US-2015-141453,30-11-2015,Deborah Brumfield,Central,Office Supplies,3.88,3,-5.82,80%
CA-2014-156993,28-06-2014,Rob Williams,Central,Office Supplies,6.08,1,3.04,0%
CA-2014-157721,02-09-2014,Justin MacKendrick,East,Office Supplies,19.9,1,8.96,0%
CA-2014-157721,02-09-2014,Justin MacKendrick,East,Furniture,70.71,1,4.95,0%
CA-2017-128629,10-07-2017,Becky Pak,South,Furniture,18.84,3,7.91,0%
CA-2017-158106,04-06-2017,Carol Triggs,Central,Office Supplies,8.64,3,2.51,0%
US-2017-120390,19-10-2017,Tracy Hopkins,South,Office Supplies,1633.19,4,-1306.55,70%
CA-2017-143434,18-11-2017,Maria Etezadi,Central,Furniture,19.76,4,8.3,0%
CA-2015-168564,08-08-2015,Thomas Thornton,West,Office Supplies,6.61,2,2.23,20%
CA-2015-168564,08-08-2015,Thomas Thornton,West,Office Supplies,7.28,2,2.73,20%
CA-2015-168564,08-08-2015,Thomas Thornton,West,Furniture,144.78,1,10.86,20%
US-2016-169040,06-12-2016,Greg Tran,West,Technology,156.79,1,13.72,20%
US-2016-169040,06-12-2016,Greg Tran,West,Technology,431.98,3,27,20%
US-2016-169040,06-12-2016,Greg Tran,West,Office Supplies,35.89,1,16.15,0%
US-2016-169040,06-12-2016,Greg Tran,West,Office Supplies,47.21,7,15.34,20%
US-2016-169040,06-12-2016,Greg Tran,West,Office Supplies,248.08,7,116.6,0%
US-2016-169040,06-12-2016,Greg Tran,West,Office Supplies,189.7,5,89.16,0%
US-2016-169040,06-12-2016,Greg Tran,West,Office Supplies,59.81,3,19.44,20%
CA-2017-155880,25-03-2017,Justin Deggeller,Central,Furniture,90.99,1,14.56,0%
CA-2017-155880,25-03-2017,Justin Deggeller,Central,Furniture,1526.56,7,427.44,0%
CA-2017-155880,25-03-2017,Justin Deggeller,Central,Furniture,368.97,3,40.59,0%
CA-2017-126242,19-11-2017,Mick Crebagga,West,Office Supplies,305.01,9,76.25,0%
CA-2017-126242,19-11-2017,Mick Crebagga,West,Furniture,18.7,1,7.11,0%
CA-2016-166443,04-11-2016,Lisa Hazard,West,Furniture,38.29,7,16.46,0%
CA-2017-169859,14-12-2017,Mike Pelletier,West,Furniture,26.25,3,11.03,0%
CA-2017-169859,14-12-2017,Mike Pelletier,West,Office Supplies,64.96,14,22.74,20%
CA-2017-169859,14-12-2017,Mike Pelletier,West,Office Supplies,43.7,5,20.54,0%
CA-2017-134915,12-11-2017,Eugene Moren,West,Technology,41.6,4,13,20%
CA-2017-134915,12-11-2017,Eugene Moren,West,Office Supplies,23.12,5,8.38,20%
CA-2017-134915,12-11-2017,Eugene Moren,West,Furniture,113.89,2,9.97,20%
CA-2017-134915,12-11-2017,Eugene Moren,West,Furniture,113.57,2,-5.68,20%
CA-2017-134915,12-11-2017,Eugene Moren,West,Technology,7.92,2,0.69,20%
CA-2017-134915,12-11-2017,Eugene Moren,West,Technology,671.98,2,50.4,20%
CA-2016-153353,18-08-2016,Greg Guthrie,East,Technology,39.99,1,11.6,0%
CA-2017-123638,27-06-2017,Michelle Arnett,East,Furniture,191.65,3,31.94,10%
CA-2017-168900,04-05-2017,Shahid Hopkins,East,Office Supplies,2.31,1,-1.93,70%
CA-2015-158456,24-12-2015,Kean Takahito,West,Office Supplies,19.94,4,7.23,20%
CA-2015-158456,24-12-2015,Kean Takahito,West,Office Supplies,45.92,4,21.58,0%
CA-2017-143665,26-04-2017,Philisse Overcash,West,Office Supplies,20.34,3,9.36,0%
CA-2017-143665,26-04-2017,Philisse Overcash,West,Office Supplies,39.28,8,19.25,0%
CA-2017-137428,16-12-2017,Andy Yotov,West,Furniture,81.57,2,9.18,20%
CA-2017-137428,16-12-2017,Andy Yotov,West,Furniture,97.18,2,6.07,20%
CA-2017-137428,16-12-2017,Andy Yotov,West,Office Supplies,24.32,5,8.21,20%
CA-2017-137428,16-12-2017,Andy Yotov,West,Furniture,18.96,2,7.58,0%
CA-2014-162866,27-12-2014,Corey-Lock,Central,Furniture,32.95,6,-19.77,60%
CA-2014-162866,27-12-2014,Corey-Lock,Central,Office Supplies,30.02,4,3,20%
CA-2017-167941,06-11-2017,Jill Fjeld,South,Office Supplies,499.58,3,43.71,20%
CA-2017-167941,06-11-2017,Jill Fjeld,South,Office Supplies,31.1,6,10.89,20%
CA-2017-167941,06-11-2017,Jill Fjeld,South,Office Supplies,13.27,8,-10.62,70%
CA-2017-167941,06-11-2017,Jill Fjeld,South,Furniture,28.27,2,6.36,20%
CA-2017-167941,06-11-2017,Jill Fjeld,South,Office Supplies,259.14,4,-51.83,20%
CA-2017-111808,16-12-2017,Andrew Roberts,Central,Office Supplies,10.8,5,5.18,0%
CA-2015-137512,07-05-2015,Anna Gayman,Central,Furniture,244.01,2,-31.37,30%
CA-2015-137512,07-05-2015,Anna Gayman,Central,Office Supplies,15.94,4,5.38,20%
CA-2017-139773,04-12-2017,Darrin Van Huff,East,Furniture,188.55,7,-2.69,30%
CA-2017-134607,03-10-2017,Hunter Lopez,East,Office Supplies,22.58,2,5.87,0%
CA-2014-109232,13-01-2014,Natalie DeCherney,South,Furniture,545.94,6,87.35,0%
CA-2015-139850,12-06-2015,Giulietta Baptist,East,Office Supplies,20.74,4,7.26,20%
CA-2015-139850,12-06-2015,Giulietta Baptist,East,Furniture,43.3,2,4.33,20%
CA-2014-131310,12-07-2014,Clay Ludtke,West,Furniture,123.14,4,13.85,20%
CA-2014-131310,12-07-2014,Clay Ludtke,West,Office Supplies,11.26,4,3.8,20%
US-2014-112872,06-12-2014,Ryan Crowe,West,Office Supplies,53.42,3,4.67,20%
US-2014-112872,06-12-2014,Ryan Crowe,West,Furniture,275.49,1,-170.8,50%
CA-2016-139269,25-05-2016,Julia Barnett,South,Furniture,24.96,4,6.24,0%
CA-2016-139269,25-05-2016,Julia Barnett,South,Office Supplies,19.36,2,9.29,0%
CA-2016-139269,25-05-2016,Julia Barnett,South,Office Supplies,1267.65,9,152.12,0%
CA-2016-139010,21-02-2016,Matthew Clasen,West,Technology,12.99,1,0.78,0%
CA-2016-139010,21-02-2016,Matthew Clasen,West,Office Supplies,18.56,4,6.5,20%
CA-2016-139010,21-02-2016,Matthew Clasen,West,Office Supplies,449.15,5,8.98,0%
CA-2016-139010,21-02-2016,Matthew Clasen,West,Office Supplies,31.25,7,10.94,20%
CA-2016-134376,02-10-2016,Tim Taslimi,East,Office Supplies,61.44,3,16.59,0%
CA-2017-147291,11-03-2017,Max Jones,Central,Office Supplies,895.92,4,421.08,0%
CA-2016-112893,09-09-2016,Annie Thurman,West,Office Supplies,55.36,4,18.68,20%
US-2014-150532,14-07-2014,Philip Brown,West,Office Supplies,55.92,5,6.29,20%
CA-2014-138317,21-06-2014,Natalie Webber,East,Office Supplies,24.9,4,8.4,20%
CA-2014-138317,21-06-2014,Natalie Webber,East,Furniture,3.98,1,0.65,20%
CA-2014-138317,21-06-2014,Natalie Webber,East,Technology,95.97,4,28.79,20%
CA-2014-138317,21-06-2014,Natalie Webber,East,Technology,206.99,3,-172.49,70%
CA-2014-138317,21-06-2014,Natalie Webber,East,Office Supplies,44.42,2,3.89,20%
CA-2014-138317,21-06-2014,Natalie Webber,East,Office Supplies,9.01,2,-7.2,70%
CA-2015-130610,05-07-2015,Victor Preis,Central,Office Supplies,19,5,8.93,0%
CA-2017-104381,16-12-2017,Ross DeVincentis,East,Office Supplies,33.38,4,10.43,20%
CA-2016-131499,08-09-2016,Michael Grace,East,Office Supplies,207.48,1,62.24,0%
CA-2014-148761,17-05-2014,Pete Armstrong,Central,Office Supplies,91.68,3,45.84,0%
CA-2017-116519,13-10-2017,Craig Reiter,East,Office Supplies,904.9,5,253.37,0%
CA-2014-130729,24-10-2014,Allen Armold,West,Office Supplies,34.27,3,11.14,20%
CA-2016-124772,05-12-2016,James Galang,South,Furniture,191.82,3,74.81,0%
CA-2016-115525,25-07-2016,Rick Reed,East,Office Supplies,243.88,5,27.44,20%
CA-2017-134845,17-04-2017,Sharelle Roach,West,Office Supplies,12.03,5,-9.22,70%
CA-2017-134845,17-04-2017,Sharelle Roach,West,Technology,2549.99,5,-3399.98,70%
CA-2017-134845,17-04-2017,Sharelle Roach,West,Office Supplies,21.59,2,-15.84,70%
CA-2017-134845,17-04-2017,Sharelle Roach,West,Office Supplies,8.96,6,-6.57,70%
CA-2017-134845,17-04-2017,Sharelle Roach,West,Office Supplies,20.74,4,7.26,20%
US-2015-138919,17-09-2015,Lindsay Shagiari,East,Furniture,344.22,2,-103.27,40%
US-2016-160528,23-08-2016,Mick Hernandez,Central,Office Supplies,727.3,8,-172.73,20%
US-2016-160528,23-08-2016,Mick Hernandez,Central,Furniture,22.61,3,-10.17,60%
US-2016-160528,23-08-2016,Mick Hernandez,Central,Technology,666.4,7,-33.32,20%
CA-2015-123568,08-11-2015,Sanjit Chand,West,Office Supplies,5.04,3,0.2,0%
CA-2015-123568,08-11-2015,Sanjit Chand,West,Office Supplies,92.94,3,41.82,0%
CA-2015-123568,08-11-2015,Sanjit Chand,West,Furniture,66.69,3,22.01,0%
CA-2015-123568,08-11-2015,Sanjit Chand,West,Office Supplies,91.68,5,28.65,20%
CA-2017-124674,17-11-2017,Joy Bell-,Central,Furniture,327.73,2,-14.46,32%
CA-2015-164441,08-11-2015,Amy Cox,East,Office Supplies,52.27,11,17.64,20%
